,id,time,open,high,low,close,volume,ranges,MA7,MA25,MA99,upperBB,lowerBB
577,578,2021-04-08,56018.2,58200,55759.1,58122.3,161390,2440.87,57977.8,56866.3,46151.7,61118,52614.5
578,579,2021-04-09,58122.9,58950,57700,58176,141690,1250,57855.6,56967.4,46446.9,61218.6,52716.2
579,580,2021-04-10,58176,61800,57943.9,59832.4,240908,3856.05,58241,57082.6,46754.9,61485.4,52679.7
580,581,2021-04-11,59832.4,60816.9,59304,60090.2,148500,1512.86,58506.1,57127.8,47036.6,61633.1,52622.5
581,582,2021-04-12,60093.3,61449.9,59500,59911.2,196148,1949.91,58601.5,57216.3,47307.9,61853.3,52579.3
582,583,2021-04-13,59911.2,63850,59873,63649.7,279390,3976.99,59400,57438.7,47627.3,62736.5,52140.9
583,584,2021-04-14,63645.1,64986.1,61404,63019.1,323455,3582.11,60400.1,57633.6,47920.4,63379.5,51887.7
584,585,2021-04-15,63018.3,63905.8,62157.9,63232.6,178604,1747.94,61130.2,57866.3,48187.2,64031.3,51701.4
585,586,2021-04-16,63232.6,63600,60100,61424.7,255766,3500,61594.3,58158.1,48408.7,64276.5,52039.7
586,587,2021-04-17,61424.7,62610,59620,60090.1,194112,2990,61631.1,58385.7,48605.2,64342.8,52428.6
587,588,2021-04-18,60090.1,60450,50050,56140.1,522006,10400,61066.8,58538.9,48766.8,64023.4,53054.3
588,589,2021-04-19,56140.1,57532.7,54200,55634.4,285042,3332.7,60455.8,58711.2,48942.7,63474.6,53947.9
589,590,2021-04-20,55634.4,57060,53330.8,56410.6,324494,3729.18,59421.7,58766.5,49154.8,63381.7,54151.2
590,591,2021-04-21,56411.2,56756.8,53610,53800,252602,3146.78,58104.6,58685.3,49354.3,63578.7,53792
591,592,2021-04-22,53794.7,55470.5,50534.3,51714.6,453489,4936.17,56459.2,58521.7,49498.6,64048.9,52994.6
592,593,2021-04-23,51714.6,52152,47546.2,51122.6,554666,4605.84,54987.5,58259.5,49619.4,64526,51993
593,594,2021-04-24,51122.6,51183.5,48690,50092.4,299663,2493.51,53559.2,57911.5,49754.2,64970.7,50852.2
594,595,2021-04-25,50094.3,50577.9,46930.4,49063.9,310306,3647.47,52548.4,57521.7,49885.9,65402.9,49640.5
595,596,2021-04-26,49063.9,54364.9,48763,53984.3,390494,5601.89,52312.6,57329.3,50068.8,65315.3,49343.4
596,597,2021-04-27,53984.3,55500,53225.1,55006.2,225440,2274.86,52112,57168.3,50253.9,65173.5,49163.1
597,598,2021-04-28,55006.2,56574.1,53852,54861.8,263171,2722.13,52263.7,57077.4,50445.5,65135.7,49019.2
598,599,2021-04-29,54861.8,55222,52350,53558.8,257045,2872.02,52527.1,56890.4,50627.9,65053.1,48727.7
599,600,2021-04-30,53558.6,57935,53043.6,57684.2,294684,4891.38,53464.5,56828,50898.7,64939.5,48716.5
600,601,2021-05-01,57688.3,58488.2,57051.2,57836.3,207854,1436.94,54570.8,56819.1,51149.7,64925.4,48712.8
601,602,2021-05-02,57836.4,57960,56100,56630.3,203713,1859.97,55651.7,56843.6,51397.6,64943.5,48743.6
602,603,2021-05-03,56630.3,59056.6,56500.6,57214.8,271734,2555.94,56113.2,56807.3,51649.5,64891.4,48723.1
603,604,2021-05-04,57214.8,57253.8,53094.6,53263.3,388989,4159.17,55864.2,56610.7,51861.7,64794.5,48427
604,605,2021-05-05,53263.3,57940,52880.4,57497.8,317812,5059.62,56240.8,56517.4,52114.5,64600.6,48434.1
605,606,2021-05-06,57497.8,58450,55297.9,56435.4,275471,3152.09,56651.7,56371.2,52377.7,64316.2,48426.1
606,607,2021-05-07,56435.4,58800,55300,57350.9,256160,3500,56604.1,56268.8,52619.6,64088.7,48448.8
607,608,2021-05-08,57350.9,59591,56961.2,58925,264907,2629.71,56759.6,56079.8,52868.6,63366.6,48792.9
608,609,2021-05-09,58926.4,59335.2,56316,58292.5,245954,3019.19,56997.1,55890.7,53111.1,62653.8,49127.6
609,610,2021-05-10,58292.5,59654,53250,55869.7,396237,6404,56804.9,55596.2,53340.8,61629,49563.4
610,611,2021-05-11,55869.4,56908.7,54541.3,56710.4,267226,2367.33,57297.4,55407.6,53574.8,60956.6,49858.6
611,612,2021-05-12,56712.7,58050,48503.7,49595.8,472329,9546.25,56168.5,54987.8,53717.1,60647.6,49328.1
612,613,2021-05-13,49596.8,51358,45596.3,49707.9,652477,5761.68,55207.5,54730.6,53838.9,60745.7,48715.4
613,614,2021-05-14,49706.3,51533,48870.4,49873.3,319069,2662.59,54139.2,54500.1,53969.2,60805.4,48194.8
614,615,2021-05-15,49873.3,50709.4,46584.3,46793.4,442024,4125.11,52406.1,54115.4,54054.3,61074.6,47156.2
615,616,2021-05-16,46794.6,49829.4,43866,46429.3,604538,5963.39,50711.4,53820.6,54126.9,61429.6,46211.5
616,617,2021-05-17,46429.3,46655,42151,43566.2,809129,4504,48953.8,53494.7,54174.5,62111,44878.3
617,618,2021-05-18,43565.1,45846.6,42268,42882.5,590359,3578.61,46978.3,53165.1,54138.5,62736.9,43593.2
618,619,2021-05-19,42882.5,43615.9,28688,36689.1,1373850,14927.9,45134.5,52628.9,54039.4,64208.7,41049.1
619,620,2021-05-20,36689.1,42460,34882,40500.3,775185,7578,43819.2,52286.4,53995.5,64776.5,39796.3
620,621,2021-05-21,40500,42270.4,33400,37211,930672,8870.42,42010.3,51615.4,53885.9,65454.7,37776.2
621,622,2021-05-22,37210,38851.3,35201.1,37432.6,588167,3650.23,40673,50912.5,53785.6,65781.1,36043.9
622,623,2021-05-23,37436,38261.7,31096.7,34651.6,996815,7165.01,38990.5,50104.1,53658.7,66223.1,33985.1
623,624,2021-05-24,34656.5,39917.1,34366,38779.7,707903,5551.09,38306.7,49512.9,53558.9,66178.8,32847.1
624,625,2021-05-25,38783.6,39790.1,36439.3,38326.8,598836,3350.73,37655.9,48738.6,53461.4,65619.9,31857.3
625,626,2021-05-26,38326.8,40900,37804.8,39224.2,577033,3095.24,38018,47994.2,53360.6,64845.3,31143
626,627,2021-05-27,39224.2,40438.8,37133.2,38527.4,543339,3305.6,37736.2,47270,53222.6,64130.7,30409.3
627,628,2021-05-28,38527.4,38888.4,34689.6,35671,832363,4198.78,37516.2,46408.3,53061.5,63353.2,29463.4
628,629,2021-05-29,35671,37375,33650,34611.9,733903,3725,37113.2,45662.2,52845.4,62987.6,28336.8
629,630,2021-05-30,34611.9,36501,33356,35651.8,511835,3145,37256.1,44788.4,52640.7,61827.8,27748.9
630,631,2021-05-31,35651.8,37500,34150,37243.4,635082,3350,37036.6,44020.7,52436.2,60596.8,27444.6
631,632,2021-06-01,37244.4,37893.8,35500,36693.4,590823,2393.76,36803.3,43194.4,52260.2,59045.4,27343.4
632,633,2021-06-02,36694.4,38233,35905,37570,441720,2327.99,36567,42340.2,52145.4,56908.8,27771.6
633,634,2021-06-03,37570,39470,37150.1,39247.4,507429,2319.85,36669.8,41578.4,52039.8,54578.7,28578.1
634,635,2021-06-04,39247.4,39297.4,35552.5,36828,700626,3744.84,36835.1,40816.7,51936.2,52492,29141.5
635,636,2021-06-05,36828,37900.5,34800,35498.6,631028,3100.49,36961.8,39968.3,51826.9,49762.4,30174.2
636,637,2021-06-06,35497.9,36521.2,35201.9,35801.7,443601,1319.3,36983.2,39416.5,51722.9,48477.5,30355.5
637,638,2021-06-07,35801.7,36820,33200,33551,636736,3620,36455.7,38770.2,51605.6,47043.2,30497.2
638,639,2021-06-08,33551,34061.6,30969,33372.6,976693,3092.57,35981.3,38110.2,51441.8,45247.2,30973.2
639,640,2021-06-09,33372.6,37511.3,32390,37368.4,1031010,5121.31,35952.5,37733.2,51329.8,43887,31579.3
640,641,2021-06-10,37370,38489,35750,36669.7,803186,2739,35584.3,37342.8,51191.4,42324.7,32360.9
641,642,2021-06-11,36669.6,37679.5,35900,37300.4,586123,1779.54,35651.8,37092.2,51079.4,41347,32837.4
642,643,2021-06-12,37300.4,37432.9,34585.9,35537.1,623532,2847.05,35657.3,36798.4,50945.8,40342.2,33254.6
643,644,2021-06-13,35535.9,39374.2,34739.1,38993.6,647035,4635.12,36113.3,36890.5,50845.6,40540.8,33240.3
644,645,2021-06-14,38993.7,41000,38720,40489.1,704980,2280,37104.4,36890.1,50739.5,40538.5,33241.7
645,646,2021-06-15,40489.1,41413,39500,40132.9,632067,1913,38070.2,37007,50615.3,40878.6,33135.4
646,647,2021-06-16,40132.9,40495,38105,38345,673236,2390,38209.7,37043.5,50447.9,40948.9,33138.1
647,648,2021-06-17,38345,39565,37334.8,38060.7,603850,2230.24,38408.4,37179.8,50267.2,40973.7,33386
648,649,2021-06-18,38060.7,38198,35100,35811.4,790379,3098,38195.7,37061.1,50044.6,40832.1,33290.1
649,650,2021-06-19,35811.4,36471.8,34704.1,35483,642185,1767.72,38188,36947.3,49824.3,40730.8,33163.9
650,651,2021-06-20,35483,36155,33312,35588.6,829896,2843,37701.5,36801.9,49565,40499.2,33104.6
651,652,2021-06-21,35588.6,35746.3,31250.5,31606,1397330,4495.77,36432.5,36525.1,49287.9,40690.9,32359.3
652,653,2021-06-22,31606,33274,28780,32496,1531820,4493.99,35341.5,36398.1,49054,40855.7,31940.4
653,654,2021-06-23,32496,34867.8,31711.5,33649,960700,3156.27,34670.7,36359.6,48818.6,40897.4,31821.7
654,655,2021-06-24,33650,35406.7,32300,34644.6,774899,3106.74,34182.7,36319.3,48573,40901,31737.5
655,656,2021-06-25,34644.6,35500,31250,31568.1,1093050,4250,33576.5,36092.3,48309.1,41031.6,31152.9
656,657,2021-06-26,31569.2,32720.5,30120,32255.6,1091380,2600.52,33115.4,35914.7,48048.1,41078,30751.5
657,658,2021-06-27,32250.2,34762,31960,34687.7,897147,2802,32986.7,35799.4,47811.2,40937.4,30661.5
658,659,2021-06-28,34687.7,35279.4,33855,34487.2,706159,1424.38,33398.3,35609,47579.6,40564.1,30654
659,660,2021-06-29,34486.6,36623,34206,35911.3,806140,2417,33886.2,35572.4,47395.6,40503.4,30641.4
660,661,2021-06-30,35910.6,36090,34042.7,35031.4,719743,2047.22,34083.7,35553.7,47199.9,40489.4,30618
661,662,2021-07-01,35031.4,35045,32672,33490,758966,2372.94,33918.8,35461.2,47009.8,40463.7,30458.7
662,663,2021-07-02,33490,33960,32684,33760.9,664923,1276,34232,35469.6,46832.4,40459.5,30479.8
663,664,2021-07-03,33760.9,34948.2,33297,34652.9,510614,1651.18,34574.5,35520.8,46626.6,40446.9,30594.8
664,665,2021-07-04,34653.3,35955.6,34340.8,35280.2,451002,1614.8,34659.1,35437.3,46419,40303.2,30571.3
665,666,2021-07-05,35280.2,35281.6,33032,33672.7,736706,2249.55,34542.8,35317.4,46195.4,40204.5,30430.3
666,667,2021-07-06,33672.7,35120,33500,34206,644229,1620,34299.2,35193.6,45958.4,40027.9,30359.4
667,668,2021-07-07,34206,34950,33925,34614.9,211221,1025,34239.7,35156.8,45714.1,39994.2,30319.3
